代碼,學校類別,學校名稱,學校名稱.1,是否倒閉,倒閉年,公/私立,公私立碼,體系別,體系碼,縣市名稱,地區,地區碼,106註冊率,107註冊率,108註冊率,109註冊率,110註冊率,111註冊率,112註冊率,113註冊率,備註,114核定招生名額,106師生比,107師生比,108師生比,109師生比,110師生比,111師生比,112師生比,113師生比,106負債率,107負債率,108負債率,109負債率,110負債率,111負債率,112負債率,106學生數,107學生數,108學生數,109學生數,110學生數,111學生數,112學生數,113學生數,106資金增減,107資金增減,108資金增減,109資金增減,110資金增減,111資金增減,112資金增減
1031,,輔英科技大學,輔英科技大學,0,,私立,1,[2]技職,1,高雄市,南部,2,88.55,91.24,91.38,90.83,86.19,74.07,73.38,74.11,,,24.69,24.62,26.86,25.22,25.47,25.09,24.65,25.13,5.34,4.82,4.52,4.51,4.86,4.3,6.35,5422.0,5381.0,5371.0,5318.0,5417.0,4999.0,4481.0,4277.0,60755.0,36040.0,82032.0,118690.0,172562.0,72850.0,207347.0
1032,,明新科技大學,明新學校財團法人明新科技大學,0,,私立,1,[2]技職,1,新竹縣,北部,0,69.49,81.62,81.91,70.95,75.4,76.98,76.81,76.44,,,23.25,23.73,24.8,24.26,24.41,23.25,22.2,23.95,13.85,13.76,12.29,11.02,10.34,12.79,16.23,8511.0,8615.0,8408.0,7714.0,7422.0,6928.0,6482.0,6658.0,-4288.0,9355.0,-14170.0,72801.0,49494.0,-11112.0,-72662.0
1034,,弘光科技大學,弘光科技大學,0,,私立,1,[2]技職,1,臺中市,中部,1,91.81,93.53,92.81,93.05,92.54,87.02,85.41,84.56,,,27.06,24.25,26.17,25.24,25.36,25.1,24.95,25.16,9.96,9.62,10.47,11.42,11.21,8.49,14.77,8313.0,8271.0,8198.0,8120.0,8160.0,7892.0,7667.0,7562.0,104559.0,-492305.0,-1641.0,68.0,74266.0,10539.0,360456.0
1036,,健行科技大學,健行學校財團法人健行科技大學,0,,私立,1,[2]技職,1,桃園市,北部,0,78.42,88.74,85.27,78.33,81.28,68.73,75.0,73.43,,,24.59,26.58,26.85,25.1,25.94,23.19,22.75,23.08,3.78,3.54,3.59,3.2,3.07,2.79,6.24,7278.0,7524.0,7277.0,6953.0,6900.0,6262.0,5846.0,5424.0,-119334.0,62508.0,104897.0,131368.0,163757.0,80704.0,140194.0
1037,,正修科技大學,正修學校財團法人正修科技大學,0,,私立,1,[2]技職,1,高雄市,南部,2,87.56,93.44,88.43,82.49,79.03,77.74,72.86,76.35,,,22.37,22.62,21.5,21.86,23.31,21.75,20.85,22.6,4.92,4.33,4.76,5.13,5.4,5.26,8.92,9620.0,9320.0,9093.0,8872.0,9072.0,8492.0,7919.0,7827.0,31635.0,35387.0,101487.0,111100.0,-401602.0,390162.0,67155.0
1038,,萬能科技大學,萬能學校財團法人萬能科技大學,0,,私立,1,[2]技職,1,桃園市,北部,0,86.42,85.71,78.58,66.72,71.25,74.11,75.1,81.88,,,26.15,28.13,25.69,25.93,25.33,24.15,24.32,26.97,7.85,6.87,6.58,5.72,4.95,3.85,5.76,6276.0,6414.0,6294.0,6250.0,5927.0,5459.0,5155.0,5393.0,-52597.0,69995.0,63878.0,74650.0,84642.0,7583.0,97761.0
1040,,建國科技大學,建國科技大學,0,,私立,1,[2]技職,1,彰化縣,中部,1,60.17,71.91,72.43,55.57,60.57,67.35,55.2,57.37,,,22.27,21.75,20.58,19.32,19.11,15.93,14.29,15.39,8.71,7.61,5.96,14.68,15.02,12.13,8.74,5745.0,5373.0,4858.0,4154.0,3669.0,2820.0,2215.0,2109.0,-41744.0,-73966.0,20423.0,223031.0,6373.0,-163669.0,39114.0
1041,,明志科技大學,明志科技大學,0,,私立,1,[2]技職,1,新北市,北部,0,84.28,90.69,91.13,93.24,97.08,96.12,100.0,98.48,,,20.62,21.04,21.12,20.59,20.78,20.02,19.96,20.73,0.71,1.02,0.84,0.95,1.08,1.18,1.8,4041.0,4040.0,4055.0,4097.0,4135.0,4124.0,4191.0,4292.0,853285.0,387259.0,1172473.0,-210964.0,99751.0,1607759.0,-1416033.0
1042,,台鋼科技大學,台鋼學校財團法人台鋼科技大學,0,,私立,1,[2]技職,1,高雄市,南部,2,51.16,47.48,60.41,60.41,60.48,24.51,15.7,63.4,,,16.3,14.07,12.58,10.42,10.7,8.31,6.45,10.54,3.77,3.25,2.87,3.2,6.03,1.37,2.93,3960.0,3165.0,2402.0,1876.0,1723.0,1222.0,721.0,833.0,-85039.0,-163162.0,-178583.0,-118674.0,-68450.0,41088.0,61615.0
1043,,大仁科技大學,大仁科技大學,0,,私立,1,[2]技職,1,屏東縣,南部,2,73.5,71.8,72.47,66.78,72.86,75.28,69.77,74.66,,,19.39,22.3,20.9,21.28,21.11,20.08,19.5,19.1,7.34,5.82,5.54,5.92,5.72,6.6,10.03,4654.0,4304.0,3867.0,3469.0,3188.0,2851.0,2398.0,2263.0,20788.0,5157.0,8383.0,40579.0,27747.0,43077.0,26224.0
1044,,聖約翰科技大學,聖約翰科技大學,0,,私立,1,[2]技職,1,新北市,北部,0,62.74,63.86,43.65,40.05,40.46,35.31,65.03,62.43,,,20.43,19.69,15.43,14.07,10.73,9.54,6.98,5.49,3.97,4.92,4.92,3.77,2.99,2.68,3.31,3482.0,3119.0,2222.0,1577.0,1108.0,665.0,366.0,265.0,-87893.0,-94188.0,-142300.0,-107429.0,-29017.0,65472.0,-52673.0
1045,,嶺東科技大學,嶺東科技大學,0,,私立,1,[2]技職,1,臺中市,中部,1,92.33,95.23,95.62,91.35,91.03,85.07,81.27,83.36,,,29.22,29.0,28.02,27.78,27.78,26.57,26.23,26.75,8.39,7.42,6.82,7.41,5.51,2.45,5.52,7567.0,7511.0,7565.0,7556.0,7445.0,6829.0,6190.0,5993.0,74.0,17544.0,157780.0,223250.0,422776.0,-146643.0,294352.0
1046,,中國科技大學,中國科技大學,0,,私立,1,[2]技職,1,臺北市,北部,0,71.0,75.25,82.47,71.28,72.58,60.13,56.5,63.98,,,29.16,28.14,28.27,27.3,27.65,26.93,22.99,21.31,4.89,5.11,5.07,5.17,5.2,4.41,6.23,8866.0,8133.0,7406.0,6525.0,6248.0,5601.0,4620.0,4220.0,134662.0,139924.0,144863.0,135181.0,150461.0,-513259.0,-34051.0
1047,,中臺科技大學,中臺科技大學,0,,私立,1,[2]技職,1,臺中市,中部,1,78.65,82.21,83.37,75.89,76.72,65.69,70.97,74.18,,,22.37,22.25,21.52,22.75,22.01,20.22,19.29,19.23,5.72,5.18,4.28,3.74,3.95,6.5,7.67,6018.0,5764.0,5573.0,5324.0,5062.0,4468.0,3973.0,3900.0,138987.0,17786.0,48008.0,66163.0,65913.0,87407.0,81357.0
1051,,台南應用科技大學,台南家專學校財團法人台南應用科技大學,0,,私立,1,[2]技職,1,臺南市,南部,2,83.1,88.65,90.11,84.87,76.72,65.48,69.47,73.5,,,30.37,29.82,29.52,29.03,27.98,26.87,26.41,26.56,3.98,3.88,3.82,3.5,3.22,3.28,6.02,8902.0,8726.0,8631.0,8490.0,8254.0,7588.0,7018.0,6780.0,280257.0,224202.0,150547.0,88980.0,23555.0,106317.0,250964.0
1052,,中信科技大學,中信金學校財團法人中信科技大學,0,,私立,1,[2]技職,1,臺南市,南部,2,56.34,64.81,62.02,52.65,50.14,53.84,47.55,72.38,,,23.77,22.82,20.07,19.08,16.96,14.15,13.65,12.54,8.25,8.78,6.84,6.58,7.02,4.91,10.03,5514.0,4769.0,3993.0,3416.0,2714.0,2024.0,1433.0,1141.0,19406.0,-23720.0,5269.0,566.0,-51551.0,-132673.0,62738.0
1053,,元培醫事科技大學,光宇學校財團法人元培醫事科技大學,0,,私立,1,[2]技職,1,新竹市,北部,0,73.64,76.94,80.94,79.56,75.75,63.22,50.44,54.71,,,23.48,23.47,21.94,22.1,22.91,19.67,16.4,17.55,5.62,4.27,3.17,3.83,3.82,3.31,5.75,5095.0,4717.0,4301.0,4044.0,3871.0,3384.0,2804.0,2580.0,10770.0,-56310.0,13642.0,77476.0,44962.0,-32918.0,37215.0
1054,,景文科技大學,景文科技大學,0,,私立,1,[2]技職,1,新北市,北部,0,77.13,76.94,76.7,62.6,62.18,70.22,74.95,76.33,,,26.95,27.69,27.51,29.99,28.22,27.86,26.21,27.46,6.11,5.54,4.83,5.47,5.4,6.1,7.33,5389.0,5234.0,5117.0,5099.0,4685.0,4235.0,3617.0,3405.0,49004.0,59842.0,75639.0,129488.0,52324.0,-5559.0,110221.0
1055,,中華醫事科技大學,中華醫事科技大學,0,,私立,1,[2]技職,1,臺南市,南部,2,74.26,77.19,73.46,77.17,77.46,76.22,71.1,71.05,,,26.26,28.52,27.61,27.42,28.4,25.4,24.78,24.87,5.75,4.76,4.47,5.18,5.45,3.73,7.68,4999.0,4823.0,4480.0,4193.0,3981.0,3419.0,2995.0,2669.0,98052.0,83215.0,132213.0,219047.0,137047.0,13197.0,188408.0
1056,,東南科技大學,東南科技大學,0,,私立,1,[2]技職,1,新北市,北部,0,66.6,81.95,76.04,60.27,60.14,62.06,56.81,67.8,,,27.31,27.82,26.99,26.89,27.12,27.17,24.63,29.63,4.11,4.73,5.34,4.89,5.03,5.84,6.94,5735.0,5342.0,4886.0,4518.0,4177.0,3776.0,3104.0,3052.0,-34386.0,12236.0,50035.0,-13818.0,-32018.0,-251.0,25150.0
1057,,德明財經科技大學,德明財經科技大學,0,,私立,1,[2]技職,1,臺北市,北部,0,69.81,80.34,87.14,71.51,79.67,65.54,60.86,70.91,,,30.94,32.11,30.9,30.23,30.47,28.25,26.13,26.72,2.63,2.6,2.39,2.48,2.67,2.01,4.38,7272.0,7290.0,7076.0,6742.0,6733.0,5933.0,5121.0,4702.0,99708.0,342753.0,74095.0,198661.0,23616.0,69589.0,187422.0
1060,,南開科技大學,南開科技大學,0,,私立,1,[2]技職,1,南投縣,中部,1,62.08,73.93,70.8,70.44,72.74,67.78,65.43,74.39,,,21.9,21.51,21.79,19.93,20.38,18.7,17.49,19.24,5.44,6.54,6.46,4.77,4.57,4.16,6.98,3342.0,3058.0,2576.0,2205.0,1867.0,1548.0,1378.0,1386.0,-32623.0,-34483.0,-34456.0,-25861.0,-65897.0,-86792.0,-14084.0
1061,,中華科技大學,中華學校財團法人中華科技大學,0,,私立,1,[2]技職,1,臺北市,北部,0,64.96,70.72,72.64,60.34,57.18,57.88,63.48,65.99,,,23.19,22.19,23.18,22.89,21.57,20.33,16.57,15.49,9.74,8.88,5.67,4.66,3.35,5.04,6.6,5287.0,4571.0,3917.0,3479.0,3085.0,2562.0,1906.0,1551.0,-51802.0,29385.0,-19639.0,-6339.0,19396.0,-14753.0,80594.0
1062,,僑光科技大學,僑光科技大學,0,,私立,1,[2]技職,1,臺中市,中部,1,94.48,96.4,95.72,90.75,82.85,72.55,81.23,84.55,,,29.46,29.38,28.41,27.12,26.96,25.36,25.48,26.55,2.86,3.04,2.52,2.25,2.32,1.96,4.56,6599.0,6581.0,6506.0,6292.0,5931.0,5325.0,4918.0,4858.0,254239.0,276638.0,278012.0,181775.0,192790.0,60494.0,138261.0
1063,,育達科技大學,廣亞學校財團法人育達科技大學,0,,私立,1,[2]技職,1,苗栗縣,中部,1,59.48,78.49,80.25,75.28,72.06,71.0,64.92,76.36,,,22.44,23.9,21.64,20.25,19.79,19.08,16.17,25.46,3.28,3.01,2.52,2.62,2.56,1.89,4.72,2805.0,2629.0,2121.0,1863.0,1722.0,1412.0,1229.0,1706.0,-34644.0,13866.0,5034.0,-2395.0,2110.0,-60471.0,30904.0
1064,,美和科技大學,美和學校財團法人美和科技大學,0,,私立,1,[2]技職,1,屏東縣,南部,2,71.67,69.66,65.19,63.0,65.77,68.52,75.67,70.53,,,24.72,24.12,22.9,21.56,20.82,20.56,20.33,17.77,7.11,6.22,5.77,5.63,4.76,4.86,9.64,3792.0,3532.0,3180.0,2696.0,2361.0,2034.0,1629.0,1496.0,50617.0,23079.0,29734.0,25290.0,15414.0,42883.0,113757.0
1065,,吳鳳科技大學,吳鳳科技大學,0,,私立,1,[2]技職,1,嘉義縣,南部,2,62.32,73.24,76.22,63.91,61.4,51.11,64.16,70.81,,,22.75,22.56,22.91,22.73,22.55,20.6,18.97,22.98,2.59,2.97,2.86,3.86,4.27,3.17,7.08,3685.0,3452.0,3319.0,3228.0,3090.0,2698.0,2258.0,2436.0,27619.0,21530.0,32047.0,49395.0,93748.0,-8000.0,152426.0
1069,,修平科技大學,修平學校財團法人修平科技大學,0,,私立,1,[2]技職,1,臺中市,中部,1,52.88,76.47,84.8,80.6,65.23,57.45,57.89,66.06,,,21.72,20.56,18.04,17.43,18.3,17.39,16.47,16.33,7.31,7.53,5.22,6.98,6.13,4.93,7.04,4387.0,3803.0,3302.0,3032.0,2910.0,2556.0,2224.0,2041.0,-34673.0,-61010.0,-68227.0,-2878.0,-13737.0,20552.0,13357.0
1070,,長庚科技大學,長庚學校財團法人長庚科技大學,0,,私立,1,[2]技職,1,桃園市,北部,0,98.21,98.15,97.84,98.61,97.99,98.1,98.01,98.58,,,15.25,15.85,19.07,15.77,15.59,15.29,15.04,14.79,0.9,0.87,0.78,0.83,0.83,1.08,1.75,4688.0,4943.0,5029.0,5024.0,5050.0,4907.0,4814.0,4734.0,451575.0,543735.0,-21006.0,15025.0,227237.0,635395.0,-573933.0
1071,,臺北城市科技大學,城市學校財團法人臺北城市科技大學,0,,私立,1,[2]技職,1,臺北市,北部,0,79.2,79.62,83.34,79.67,77.74,70.77,71.38,73.59,,,35.94,34.95,34.2,33.04,32.54,33.4,34.39,39.83,14.47,13.65,13.43,13.15,12.9,12.99,14.78,7379.0,7245.0,7288.0,7104.0,6908.0,6611.0,6132.0,6737.0,199244.0,193155.0,234052.0,215166.0,-89492.0,150832.0,504519.0
1072,,敏實科技大學,大華學校財團法人敏實科技大學,0,,私立,1,[2]技職,1,新竹縣,北部,0,60.18,60.17,64.14,68.6,69.57,69.06,61.14,79.5,,,14.94,14.63,17.7,13.85,13.68,14.9,18.13,25.0,14.1,15.47,2.22,1.83,1.56,1.16,3.19,822.0,638.0,406.0,296.0,262.0,348.0,479.0,795.0,14753.0,70589.0,-14351.0,4145.0,5828.0,5454.0,-26950.0
1073,,醒吾科技大學,醒吾學校財團法人醒吾科技大學,0,,私立,1,[2]技職,1,新北市,北部,0,74.29,79.78,65.71,73.32,70.26,62.59,65.64,64.84,,,28.74,30.16,27.93,28.69,30.1,28.96,27.79,27.42,3.69,3.94,3.69,3.85,4.48,7.9,11.23,5948.0,5860.0,5725.0,5700.0,5838.0,5320.0,5003.0,4683.0,1037.0,-15892.0,-95203.0,6368.0,88986.0,79518.0,136298.0
1075,,文藻外語大學,文藻學校財團法人文藻外語大學,0,,私立,1,[2]技職,1,高雄市,南部,2,92.8,92.1,91.81,81.97,80.58,72.48,72.69,86.64,,,27.38,27.74,27.24,26.62,25.8,25.27,25.11,24.66,6.13,6.13,5.92,6.66,7.54,6.42,10.03,5665.0,5727.0,5635.0,5501.0,5269.0,4810.0,4308.0,4015.0,-14360.0,-4606.0,18139.0,9908.0,54448.0,-67376.0,189245.0
1076,,華夏科技大學,華夏學校財團法人華夏科技大學,0,,私立,1,[2]技職,1,新北市,北部,0,65.14,66.63,62.38,70.11,49.41,42.39,,,,,21.43,20.1,18.01,18.87,17.72,15.52,15.26,17.12,4.75,4.42,9.68,9.65,9.69,8.86,9.67,2834.0,2312.0,1880.0,1588.0,1391.0,1128.0,643.0,343.0,25330.0,-23179.0,17261.0,-6951.0,-125632.0,-50835.0,-36335.0
1078,,致理科技大學,致理學校財團法人致理科技大學,0,,私立,1,[2]技職,1,新北市,北部,0,95.13,96.58,97.55,97.81,94.33,90.74,96.28,99.5,,,30.59,30.09,29.81,31.08,30.6,31.11,30.46,31.12,4.95,5.81,6.5,7.08,8.28,7.5,9.21,6702.0,6632.0,6530.0,6657.0,6706.0,6698.0,6514.0,6631.0,70318.0,-6614.0,-119062.0,140653.0,5971.0,-57936.0,140764.0
1080,,宏國德霖科技大學,宏國學校財團法人宏國德霖科技大學,0,,私立,1,[2]技職,1,新北市,北部,0,62.95,69.63,66.68,64.51,60.37,56.15,56.05,75.25,,,22.14,21.6,20.26,19.01,19.04,18.19,16.68,21.45,2.79,2.46,2.5,2.49,2.8,2.51,4.07,2938.0,2685.0,2320.0,2149.0,2033.0,1840.0,1448.0,1800.0,56383.0,20216.0,20330.0,-393655.0,-120899.0,-59629.0,61413.0
1082,,崇右影藝科技大學,崇右學校財團法人崇右影藝科技大學,0,,私立,1,[2]技職,1,基隆市,北部,0,55.47,51.89,68.2,77.18,92.23,87.58,93.92,87.77,,,27.12,24.64,23.69,23.55,26.92,27.16,21.2,21.42,7.02,4.12,2.5,3.3,6.0,5.02,14.6,2365.0,2260.0,1930.0,1730.0,1636.0,1358.0,1145.0,1114.0,-18931.0,-67277.0,-52303.0,17668.0,22557.0,-45923.0,14054.0
1083,,台北海洋科技大學,台北海洋學校財團法人台北海洋科技大學,0,,私立,1,[2]技職,1,新北市,北部,0,63.96,60.2,64.62,59.46,70.78,71.01,70.14,71.46,,,31.01,31.31,28.7,24.55,24.71,22.72,21.7,21.92,12.71,9.57,6.69,6.66,6.58,6.92,9.7,3786.0,3450.0,3017.0,2665.0,2615.0,2437.0,2263.0,2053.0,6078.0,-31786.0,-68340.0,-79315.0,-26236.0,635.0,6224.0
1084,,亞東科技大學,亞東科技大學,0,,私立,1,[2]技職,1,新北市,北部,0,,,,,77.96,71.25,88.23,91.82,,,,,,,28.5,27.93,28.97,28.73,,,,,0.74,1.0,1.43,,,,,4076.0,3770.0,3708.0,3821.0,,,,,175243.0,-496548.0,202356.0
1148,,大漢技術學院,大漢技術學院,0,,私立,1,[2]技職,1,花蓮縣,東部,3,66.45,69.43,78.48,87.8,80.25,70.79,51.66,,,,9.77,8.41,8.76,8.62,8.61,8.38,7.08,5.59,1.42,1.85,1.82,2.01,2.57,1.87,5.52,469.0,412.0,359.0,336.0,284.0,218.0,170.0,95.0,-22701.0,-21718.0,-25238.0,-8175.0,-15880.0,-39242.0,-10820.0
1168,,南亞技術學院,南亞科技學校財團法人南亞技術學院,0,,私立,1,[2]技職,1,桃園市,北部,0,51.59,63.51,70.88,63.58,62.82,70.42,71.07,74.62,,,17.94,18.56,17.7,17.45,17.41,17.69,15.52,13.68,3.79,3.34,3.97,3.19,3.14,2.0,5.36,2215.0,1789.0,1421.0,1325.0,1179.0,1071.0,854.0,739.0,-69097.0,-22738.0,13000.0,12258.0,5141.0,14057.0,36607.0
1183,,黎明技術學院,黎明技術學院,0,,私立,1,[2]技職,1,新北市,北部,0,69.65,72.17,77.63,72.43,73.58,74.55,71.52,70.52,,,23.9,24.74,24.9,23.34,25.35,25.14,24.28,26.51,9.84,7.17,8.28,7.02,8.39,8.24,15.16,2985.0,3326.0,3421.0,3498.0,3550.0,3393.0,3113.0,3277.0,32754.0,-20547.0,45580.0,46025.0,55482.0,30316.0,68978.0
1185,,德育護理健康學院,德育學校財團法人德育護理健康學院,0,,私立,1,[2]技職,1,基隆市,北部,0,73.06,74.99,66.52,61.3,65.01,56.63,72.02,64.93,,,24.45,24.04,24.01,22.83,20.99,19.78,21.35,20.77,10.65,10.08,9.03,9.47,6.8,6.93,9.93,1983.0,2085.0,2231.0,2086.0,1864.0,1612.0,1537.0,1389.0,-22477.0,-2060.0,-57877.0,-10598.0,-25343.0,6149.0,77044.0
1282,,馬偕醫護管理專科學校,馬偕學校財團法人馬偕醫護管理專科學校,0,,私立,1,[2]技職,1,臺北市,北部,0,97.26,92.35,91.05,95.61,97.78,96.72,96.28,96.54,,,28.91,29.01,28.23,26.79,26.21,26.35,25.87,26.97,11.56,10.2,9.14,8.01,6.49,5.35,5.93,19.0,42.0,54.0,32.0,1.0,,,,82577.0,4713.0,-54174.0,46989.0,18285.0,110663.0,187647.0
1283,,仁德醫護管理專科學校,仁德醫護管理專科學校,0,,私立,1,[2]技職,1,苗栗縣,中部,1,89.39,85.92,88.19,97.17,87.39,85.34,81.89,72.71,,,31.04,30.06,29.19,28.45,27.77,27.27,25.42,24.31,7.1,5.07,4.44,3.94,4.55,4.11,6.69,,,,,,,,,68590.0,95801.0,104175.0,102794.0,79476.0,5728.0,142924.0
1284,,樹人醫護管理專科學校,樹人醫護管理專科學校,0,,私立,1,[2]技職,1,高雄市,南部,2,96.32,99.47,99.18,98.82,97.36,95.48,97.24,99.06,,,31.32,29.55,30.5,30.03,30.51,30.17,30.24,30.73,5.4,4.36,5.44,5.37,5.26,4.65,6.3,,,,,,,,,67541.0,62110.0,50658.0,106069.0,107575.0,-52298.0,98045.0
1285,,慈惠醫護管理專科學校,慈惠醫護管理專科學校,0,,私立,1,[2]技職,1,屏東縣,南部,2,61.07,68.62,60.66,58.35,61.04,51.51,51.62,66.74,,,31.07,31.4,28.22,26.51,24.17,21.21,19.03,18.56,6.08,4.97,4.18,4.15,4.77,3.75,6.63,127.0,96.0,103.0,97.0,89.0,84.0,60.0,53.0,45131.0,49874.0,32153.0,31141.0,20994.0,-27028.0,14227.0
1286,,耕莘健康管理專科學校,耕莘健康管理專科學校,0,,私立,1,[2]技職,1,新北市,北部,0,93.42,86.8,83.64,92.17,91.55,90.77,93.84,82.51,,,28.49,28.99,28.36,27.89,25.73,26.39,26.27,27.35,21.27,19.02,16.08,14.64,12.33,10.67,9.54,,,,,,,,,47502.0,30060.0,-6378.0,4976.0,-5998.0,43675.0,65561.0
1287,,敏惠醫護管理專科學校,敏惠醫護管理專科學校,0,,私立,1,[2]技職,1,臺南市,南部,2,85.79,86.89,84.92,91.58,87.21,76.18,81.14,61.37,,,31.11,31.2,32.53,30.49,31.74,32.68,31.41,32.09,11.84,9.43,11.1,9.54,9.46,8.61,10.04,,,,,,,,,30422.0,22985.0,62341.0,34956.0,28763.0,69431.0,61838.0
1289,,育英醫護管理專科學校,育英醫護管理專科學校,0,,私立,1,[2]技職,1,高雄市,南部,2,97.39,90.54,93.11,100.0,94.89,93.51,98.65,75.41,,,27.73,28.76,28.93,28.44,28.28,28.22,27.36,26.63,5.9,5.55,5.19,5.22,3.96,3.51,4.16,,,,,,,,,13275.0,24358.0,25045.0,8602.0,8829.0,23949.0,39377.0
1291,,聖母醫護管理專科學校,聖母醫護管理專科學校,0,,私立,1,[2]技職,1,宜蘭縣,北部,0,66.87,66.52,69.03,72.2,77.02,63.93,67.34,60.93,,,28.42,29.54,27.34,24.6,21.42,20.68,20.11,18.24,10.33,8.02,6.48,5.02,3.79,3.24,4.97,,,22.0,39.0,34.0,15.0,2.0,,-22807.0,-325.0,8576.0,-4412.0,-16612.0,-25065.0,-7080.0
1292,,新生醫護管理專科學校,新生醫護管理專科學校,0,,私立,1,[2]技職,1,桃園市,北部,0,97.46,93.66,90.54,97.87,97.24,96.39,100.0,95.68,,,28.0,28.54,27.32,28.06,28.77,28.3,26.45,26.36,11.81,9.23,7.95,8.16,5.74,4.52,6.32,,,,,,,,,29352.0,25104.0,78707.0,105992.0,71299.0,75506.0,122667.0
1293,,崇仁醫護管理專科學校,崇仁醫護管理專科學校,0,,私立,1,[2]技職,1,嘉義縣,南部,2,,87.19,89.39,87.23,87.46,82.86,88.57,85.57,,,,26.29,26.43,26.56,26.74,26.08,25.57,26.88,,3.97,2.31,2.96,3.14,3.36,4.4,,,,,,,,,,60919.0,18972.0,24953.0,46260.0,38763.0,73645.0
